"","year","agency_code","agency_level","designation_Type","name","county","street_addr","street_addr2","city","state","zip","phone","url","super_name","category_code","lea_code","grade_span","school_type","calendar_type","title_i","residing_district","esea","stem","purple_star","stu_enroll","cte_enroll","pct","masking","csi_lp","csi_lg","tsi_cu","tsi_at","BL7","FEM","MALE","OTHER","WH7","majority_white","AAVC","AGNR","ARCH","BMA","CD","EDUC","FINA","HLTH","HOSP","HUMA","INFO","LAW","MANU","MRKT","STEM","TRAN"
"222",2019,"180356","SCH","P","Mountain View Elementary","Catawba","5911 Dwayne Starnes Road",NA,"Hickory","NC",28602,"828-294-2020","http://www.catawbaschools.net/schools/MountainView/default.aspx",NA,"E","180LEA","PK:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y",0.069,0.552,0.448,0,0.931,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2019,"180360","SCH","P","Oxford Elementary","Catawba","5915 Oxford School Road",NA,"Claremont","NC",28610,"828-459-7220","http://www.catawbaschools.net/schools/Oxford/default.aspx",NA,"E","180LEA","PK:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",0.069,0.552,0.448,0,0.931,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2019,"180364","SCH","P","River Bend Middle","Catawba","4670 Oxford School Road",NA,"Claremont","NC",28610,"828-241-2754","http://www.catawbaschools.net/schools/RiverBend/default.aspx",NA,"M","180LEA","7:08","Regular School","Traditional","N",NA,NA,NA,NA,487,475,97.54,NA,"N","N","Y","Y",0.069,0.552,0.448,0,0.931,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"225",2019,"180368","SCH","P","Sherrills Ford Elementary","Catawba","8103 Sherrills Ford Road",NA,"Sherrills Ford","NC",28673,"828-478-2662","http://www.catawbaschools.net/schools/SherrillsFord/default.aspx",NA,"E","180LEA","KG:06","Regular School","Traditional","N",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0.069,0.552,0.448,0,0.931,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2019,"180372","SCH","P","Saint Stephens Elementary","Catawba","684 30th Street NE",NA,"Conover","NC",28613,"828-256-2570","http://www.catawbaschools.net/schools/StStephensElementary/default.aspx",NA,"E","180LEA","P3:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",0.069,0.552,0.448,0,0.931,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2019,"180376","SCH","P","Saint Stephens High","Catawba","3205 34th Street Drive NE",NA,"Hickory","NC",28601,"828-256-9841","http://www.catawbaschools.net/schools/StStephensHigh/default.aspx",NA,"H","180LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,1141,855,74.93,NA,"N","N","N","N",0.069,0.552,0.448,0,0.931,TRUE,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"228",2019,"180379","SCH","P","Snow Creek Elementary","Catawba","3238 Snow Creek Rd",NA,"Hickory","NC",28601,"828-256-2335","http://www.catawbaschools.net/schools/snowcreek/default.aspx",NA,"E","180LEA","P3:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0.069,0.552,0.448,0,0.931,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2019,"180380","SCH","P","Startown Elementary","Catawba","4119 Startown Road",NA,"Newton","NC",28658,"828-464-1257","http://www.catawbaschools.net/schools/Startown/default.aspx",NA,"E","180LEA","P3:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0.069,0.552,0.448,0,0.931,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2019,"180388","SCH","P","Webb A Murray Elementary","Catawba","3901 Section House Road",NA,"Hickory","NC",28601,"828-256-2196","http://www.catawbaschools.net/schools/Murray/default.aspx",NA,"E","180LEA","PK:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N",0.069,0.552,0.448,0,0.931,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2019,"180LEA","LEA","P","Catawba County Schools","Catawba","2285 North Anderson Avenue",NA,"Newton","NC",28658,"828-464-8333","www.catawbaschools.net","Dr Matthew Stover",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2019,"181312","SCH","P","Northview Middle","Catawba","302 28th Avenue NE",NA,"Hickory","NC",28601,"828-327-6300","http://www.hickoryschools.net/schools/Northview/Default.aspx",NA,"M","181LEA","6:08","Regular School","Traditional","Y",NA,NA,NA,NA,575,444,77.22,NA,"N","N","Y","Y",0.222,0.889,0.111,0,0.778,TRUE,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
"233",2019,"181316","SCH","P","Grandview Middle","Catawba","451 Catawba Valley Boulevard",NA,"Hickory","NC",28602,"828-328-2289","http://www.hickoryschools.net/schools/Grandview/Default.aspx",NA,"M","181LEA","6:08","Regular School","Traditional","Y",NA,NA,NA,NA,466,331,71.03,NA,"N","N","Y","Y",0.222,0.889,0.111,0,0.778,TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"234",2019,"181318","SCH","P","Hickory Career  Arts Magnet High School","Catawba","409 8th Avenue NE",NA,"Hickory","NC",28601,"828-328-6738","http://hcamatcollegepark.com/",NA,"T","181LEA","6:12","Regular School","Traditional","Y",NA,NA,NA,NA,142,120,84.51,NA,"N","N","N","N",0.222,0.889,0.111,0,0.778,TRUE,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
"235",2019,"181322","SCH","P","Hickory High","Catawba","1234 3rd Street NE",NA,"Hickory","NC",28601,"828-322-5860","http://www.hickoryschools.net/schools/Hickory/Default.aspx",NA,"H","181LEA","9:13","Regular School","Traditional","N",NA,NA,NA,NA,1071,641,59.85,NA,"N","N","Y","Y",0.222,0.889,0.111,0,0.778,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"236",2019,"181LEA","LEA","P","Hickory City Schools","Catawba","432 4th Avenue SW",NA,"Hickory","NC",28602,"828-322-2855","www.hickoryschools.net","Dr Robbie Adell Edd",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2019,"182304","SCH","P","Conover Special Education","Catawba","108 7th Street Place SW",NA,"Conover","NC",28613,"828-464-9532","http://.con.newton-conover.org",NA,"A","182LEA","P2:12","EC School","Traditional","N",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0,0.571,0.429,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2019,"182316","SCH","P","Newton-Conover High","Catawba","338 W 15th Street",NA,"Newton","NC",28658,"828-465-0920","http://nhs.newton-conover.org",NA,"H","182LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,699,566,80.97,NA,"N","N","Y","Y",0,0.571,0.429,0,1,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"239",2019,"182321","SCH","P","Newton-Conover Middle","Catawba","873 Northern Dr NW",NA,"Conover","NC",28613,"828-464-4221","http://nms.newton-conover.org",NA,"M","182LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,706,577,81.73,NA,"N","N","Y","Y",0,0.571,0.429,0,1,TRUE,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0
"240",2019,"182700","SCH","P","Discovery High School","Catawba","301 West 18th St",NA,"Newton","NC",28658,"828-466-5581","http://dhs.newton-conover.org",NA,"H","182LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,217,47,21.66,NA,"N","N","N","N",0,0.571,0.429,0,1,TRUE,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"241",2019,"182LEA","LEA","P","Newton Conover City Schools","Catawba","605 North Ashe Avenue",NA,"Newton","NC",28658,"828-464-3191","www.newton-conover.org","Dr Aron Gabriel",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2019,"190304","SCH","P","Bennett School","Chatham","61 Randolph Street",NA,"Bennett","NC",27208,"336-581-3586","https://www.chatham.k12.nc.us/bennett",NA,"I","190LEA","P3:08","Regular School","Traditional","Y",NA,NA,NA,NA,85,84,98.82,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"243",2019,"190308","SCH","P","Bonlee School","Chatham","152 Bonlee School Road",NA,"Bear Creek","NC",27207,"919-837-5316","https://bonlee.chatham.k12.nc.us",NA,"I","190LEA","KG:08","Regular School","Traditional","Y",NA,NA,NA,NA,113,57,50.44,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"244",2019,"190310","SCH","P","SAGE Academy","Chatham","501 Martin L King Jr Blvd",NA,"Siler City","NC",27344,"919-663-5899","https://www.chatham.k12.nc.us/Domain/21",NA,"H","190LEA","9:12","Alternative School","Traditional","N",NA,NA,NA,NA,31,16,51.61,NA,"N","N","N","N",0.118,0.529,0.471,0,0.882,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"245",2019,"190312","SCH","P","Chatham Middle","Chatham","2025 South 2nd Avenue Ext",NA,"Siler City","NC",27344,"919-663-2414","https://www.chatham.k12.nc.us/Domain/11",NA,"M","190LEA","6:08","Regular School","Traditional","Y",NA,NA,NA,NA,616,577,93.67,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"246",2019,"190316","SCH","P","Chatham Central High","Chatham","14950 NC Hwy 902 W",NA,"Bear Creek","NC",27207,"919-837-2251","https://www.chatham.k12.nc.us/Domain/10",NA,"H","190LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,410,347,84.63,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"247",2019,"190328","SCH","P","Horton Middle","Chatham","79 Horton Road",NA,"Pittsboro","NC",27312,"919-542-2303","https://www.chatham.k12.nc.us/Domain/12",NA,"M","190LEA","5:08","Regular School","Traditional","N",NA,NA,NA,NA,358,191,53.35,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"248",2019,"190332","SCH","P","J S Waters School","Chatham","55 J S Waters School Road",NA,"Goldston","NC",27252,"919-898-2259","https://www.chatham.k12.nc.us/Domain/14",NA,"I","190LEA","KG:08","Regular School","Traditional","Y",NA,NA,NA,NA,103,103,100,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"249",2019,"190336","SCH","P","Jordan Matthews High","Chatham","910 East Cardinal Street",NA,"Siler City","NC",27344,"919-742-2916","https://www.chatham.k12.nc.us/Domain/13",NA,"H","190LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,841,645,76.69,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"250",2019,"190339","SCH","P","Margaret B. Pollard Middle","Chatham","185 Granite Mill Blvd.",NA,"Chapel Hill","NC",27516,"919-969-0070","https://www.chatham.k12.nc.us/Domain/15",NA,"M","190LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,698,407,58.31,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"251",2019,"190340","SCH","P","Moncure School","Chatham","600 Moncure School Road",NA,"Moncure","NC",27559,"919-542-3725","https://www.chatham.k12.nc.us/Domain/16",NA,"I","190LEA","PK:08","Regular School","Traditional","Y",NA,NA,NA,NA,105,102,97.14,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"252",2019,"190342","SCH","P","Northwood High","Chatham","310 Northwood High School Road",NA,"Pittsboro","NC",27312,"919-542-4181","https://www.chatham.k12.nc.us/Domain/18",NA,"H","190LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,1387,964,69.5,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"253",2019,"190352","SCH","P","Silk Hope School","Chatham","7945 Silk Hope Gum Springs Rd",NA,"Siler City","NC",27344,"919-742-3911","https://www.chatham.k12.nc.us/Domain/23",NA,"I","190LEA","KG:08","Regular School","Traditional","Y",NA,NA,NA,NA,139,137,98.56,NA,"N","N","Y","Y",0.118,0.529,0.471,0,0.882,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"254",2019,"190501","SCH","P","Chatham School of Science & Engineering","Chatham","501 Martin Luther King Jr Blvd",NA,"Siler City","NC",27344,"919-663-5899","https://www.chatham.k12.nc.us/Domain/1813",NA,"H","190LEA","9:11","Regular School","Traditional","N",NA,NA,NA,NA,60,35,58.33,NA,"N","N","N","N",0.118,0.529,0.471,0,0.882,TRUE,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1
"255",2019,"190LEA","LEA","P","Chatham County Schools","Chatham","369 West St",NA,"Pittsboro","NC",27312,"919-542-3626","www.chatham.k12.nc.us","Dr Derrick Jordan",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2019,"19A000","SCH","C","Chatham Charter","Chatham","2200 Hamp Stone Rd",NA,"Siler City","NC",27344,"919-742-4550","http://www.chathamcharter.org/","Dr John Eldridge","A","CH","KG:12","Regular School","Traditional","N","190LEA",NA,NA,NA,328,87,26.52,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2019,"19B000","SCH","C","Woods Charter","Chatham","160 Woodland Grove Ln",NA,"Chapel Hill","NC",27516,"919-960-8353","http://www.woodscharter.org","Mr Cotton Bryan","A","CH","KG:12","Regular School","Traditional","N","190LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2019,"19C000","SCH","C","Willow Oak Montessori","Chatham","50101 Governors Dr","S","Chapel Hill","NC",27517,"919-240-7787","https://www.willowoakmontessori.org/public-charter-school","Peter Rubinas","I","CH","1:08","Regular School","Traditional","N","190LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","N","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2019,"200308","SCH","P","Andrews High","Cherokee","50 High School Drive",NA,"Andrews","NC",28901,"828-321-5415","http://www.cherokee.k12.nc.us/ahs/",NA,"H","200LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,211,146,69.19,NA,"N","N","N","N",0,0.538,0.462,0,1,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"260",2019,"200310","SCH","P","Andrews Middle","Cherokee","2750 Business Hwy 19",NA,"Andrews","NC",28901,"828-321-5762","http://www.cherokee.k12.nc.us/ams/",NA,"M","200LEA","5:08","Regular School","Traditional","N",NA,NA,NA,NA,175,18,10.29,NA,"N","N","Y","Y",0,0.538,0.462,0,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"261",2019,"200312","SCH","P","Hiwassee Dam Elementary/Middle","Cherokee","337 Blue Eagle Circle",NA,"Murphy","NC",28906,"828-644-5115","http://www.cherokee.k12.nc.us/hdse/",NA,"I","200LEA","P2:08","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",0,0.538,0.462,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2019,"200314","SCH","P","Hiwassee Dam High","Cherokee","267 Blue Eagle Circle",NA,"Murphy","NC",28906,"828-644-5115","http://www.cherokee.k12.nc.us/hdsh/",NA,"H","200LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,173,136,78.61,NA,"N","N","N","N",0,0.538,0.462,0,1,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"263",2019,"200320","SCH","P","Martins Creek Elementary/Mid","Cherokee","1459 Tobe Stalcup Road",NA,"Murphy","NC",28906,"828-837-2831","http://www.cherokee.k12.nc.us/mtc/",NA,"I","200LEA","P2:08","Regular School","Traditional","Y",NA,NA,NA,NA,78,54,69.23,NA,"N","N","Y","Y",0,0.538,0.462,0,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"264",2019,"200322","SCH","P","The Oaks Academy","Cherokee","2230 Airport Road",NA,"Marble","NC",28905,"828-837-6775","http://cherokeecounty.nc.schoolwebpages.com/education/school/school.php?sectionid=44&",NA,"T","200LEA","6:12","Alternative School","Traditional","N",NA,NA,NA,NA,87,40,45.98,NA,"N","N","N","N",0,0.538,0.462,0,1,TRUE,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1
"265",2019,"200328","SCH","P","Murphy High","Cherokee","234 High School Circle",NA,"Murphy","NC",28906,"828-837-2426","http://www.cherokee.k12.nc.us/mhs/",NA,"H","200LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,479,375,78.29,NA,"N","N","N","Y",0,0.538,0.462,0,1,TRUE,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
"266",2019,"200330","SCH","P","Murphy Middle","Cherokee","65 Middle School Drive",NA,"Murphy","NC",28906,"828-837-0160","http://www.cherokee.k12.nc.us/mms/",NA,"M","200LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,324,198,61.11,NA,"N","N","Y","Y",0,0.538,0.462,0,1,TRUE,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
"267",2019,"200336","SCH","P","Ranger Elementary/Middle","Cherokee","101 Hardy Truett Road",NA,"Murphy","NC",28906,"828-644-5111","http://www.cherokee.k12.nc.us/res/",NA,"I","200LEA","P2:08","Regular School","Traditional","Y",NA,NA,NA,NA,94,94,100,NA,"N","N","Y","Y",0,0.538,0.462,0,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"268",2019,"200350","SCH","P","Tri-County Early College High","Cherokee","4650 E US 64 Alt.",NA,"Murphy","NC",28906,"828-835-4318","http://www.cherokee.k12.nc.us",NA,"H","200LEA","9:13","Regular School","Traditional","N",NA,NA,NA,NA,144,69,47.92,NA,"N","N","N","N",0,0.538,0.462,0,1,TRUE,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
"269",2019,"200LEA","LEA","P","Cherokee County Schools","Cherokee","911 Andrews Road",NA,"Murphy","NC",28906,"828-837-2722","www.cherokee.k12.nc.us/","Dr Jeana Conley",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2019,"20A000","SCH","C","The Learning Center","Cherokee","945 Conaheeta Street",NA,"Murphy","NC",28906,"828-835-7240","http://www.naturallygrownkids.org","Ms Mary Dyre","I","CH","KG:08","Regular School","Traditional","Y","200LEA",NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2019,"210304","SCH","P","Chowan Middle","Chowan","2845 Virginia Road",NA,"Tyner","NC",27980,"252-221-4131","http://cms.edenton-chowan.net",NA,"M","210LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,455,293,64.4,NA,"N","N","Y","Y",0.25,0.5,0.5,0,0.75,TRUE,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
"272",2019,"210312","SCH","P","John A Holmes High","Chowan","600 Woodard Street",NA,"Edenton","NC",27932,"252-482-8426","http://jah.edenton-chowan.net",NA,"H","210LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,592,478,80.74,NA,"N","N","Y","Y",0.25,0.5,0.5,0,0.75,TRUE,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
"273",2019,"210LEA","LEA","P","Edenton-Chowan Schools","Chowan","800 N Oakum Street",NA,"Edenton","NC",27932,"252-482-4436","w.ecps.k12.nc.us","Dr Robert Jackson",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2019,"220310","SCH","P","Hayesville High","Clay","205 Yellow Jacket Drive",NA,"Hayesville","NC",28904,"828-389-6532","http://www.hayesvillehs.org",NA,"H","220LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,374,295,78.88,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1
"275",2019,"220312","SCH","P","Hayesville Middle","Clay","135 School Drive",NA,"Hayesville","NC",28904,"828-389-9924","http://www.hayesvillems.org",NA,"M","220LEA","5:08","Regular School","Traditional","N",NA,NA,NA,NA,312,147,47.12,NA,"N","N","Y","Y",0,0.667,0.333,0,1,TRUE,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0
"276",2019,"220LEA","LEA","P","Clay County Schools","Clay","154 Yellow Jacket Drive",NA,"Hayesville","NC",28904,"828-389-8513","www.clayschools.org","Mr D. Penland",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2019,"230312","SCH","P","Burns High","Cleveland","307 E Stagecoach Trail",NA,"Lawndale","NC",28090,"704-476-8335","http://www.clevelandcountyschools.org",NA,"H","230LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,930,741,79.68,NA,"N","N","N","Y",0.103,0.586,0.414,0,0.897,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"278",2019,"230316","SCH","P","Burns Middle","Cleveland","215 Shady Grove Road",NA,"Lawndale","NC",28090,"704-476-8223","http://www.clevelandcountyschools.org",NA,"M","230LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,760,382,50.26,NA,"N","N","Y","Y",0.103,0.586,0.414,0,0.897,TRUE,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
"279",2019,"230322","SCH","P","Cleveland ECHS","Cleveland","1800 E. Marion Street",NA,"Shelby","NC",28152,"704-476-8232","http://www.bit.ly/cechs",NA,"H","230LEA","9:13","Regular School","Traditional","N",NA,NA,NA,NA,215,152,70.7,NA,"N","N","N","N",0.103,0.586,0.414,0,0.897,TRUE,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1
"280",2019,"230324","SCH","P","Crest High","Cleveland","800 Old Boiling Springs",NA,"Shelby","NC",28152,"704-476-8331","http://www.clevelandcountyschools.org",NA,"H","230LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,1132,828,73.14,NA,"N","N","Y","Y",0.103,0.586,0.414,0,0.897,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"281",2019,"230328","SCH","P","Crest Middle","Cleveland","315 Beaverdam Church Rd",NA,"Shelby","NC",28150,"704-476-8221","http://www.clevelandcountyschools.org",NA,"M","230LEA","6:08","Regular School","Traditional","N",NA,NA,NA,NA,928,544,58.62,NA,"N","N","Y","Y",0.103,0.586,0.414,0,0.897,TRUE,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0
"282",2019,"230330","SCH","P","Turning Point Academy","Cleveland","409 West Sumter Street",NA,"Shelby","NC",28150,"704-476-8399","http://www.clevelandcountyschools.org",NA,"T","230LEA","6:12","Alternative School","Traditional","N",NA,NA,NA,NA,191,124,64.92,NA,"N","Y","Y","Y",0.103,0.586,0.414,0,0.897,TRUE,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1
"283",2019,"230336","SCH","P","Shelby Intermediate","Cleveland","220 S Post Road",NA,"Shelby","NC",28152,"704-476-8371","http://www.clevelandcountyschools.org",NA,"M","230LEA","5:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",0.103,0.586,0.414,0,0.897,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2019,"230350","SCH","P","Kings Mountain High","Cleveland","500 Phifer Road",NA,"Kings Mountain","NC",28086,"704-476-8330","http://www.clevelandcountyschools.org",NA,"H","230LEA","9:12","Regular School","Traditional","N",NA,NA,NA,NA,1162,921,79.26,NA,"N","N","N","Y",0.103,0.586,0.414,0,0.897,TRUE,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"285",2019,"230351","SCH","P","Kings Mountain Intermediate","Cleveland","227 Kings Mountain Boulevard",NA,"Kings Mountain","NC",28086,"704-476-8366","http://www.clevelandcountyschools.org",NA,"M","230LEA","5:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","N",0.103,0.586,0.414,0,0.897,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2019,"230352","SCH","P","Kings Mountain Middle","Cleveland","1000 Phifer Road",NA,"Kings Mountain","NC",28086,"704-476-8340","http://www.clevelandcountyschools.org",NA,"M","230LEA","7:08","Regular School","Traditional","N",NA,NA,NA,NA,656,397,60.52,NA,"N","N","N","Y",0.103,0.586,0.414,0,0.897,TRUE,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
"287",2019,"230359","SCH","P","North Shelby","Cleveland","1701 Charles Road",NA,"Shelby","NC",28152,"704-476-8230","http://www.clevelandcountyschools.org",NA,"A","230LEA","P2:12","EC School","Traditional","N",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","Y","Y",0.103,0.586,0.414,0,0.897,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
