"","year","agency_code","agency_level","designation_Type","name","county","street_addr","street_addr2","city","state","zip","phone","url","super_name","category_code","lea_code","grade_span","school_type","calendar_type","title_i","residing_district","esea","stem","purple_star","stu_enroll","cte_enroll","pct","masking","csi_lp","csi_lg","tsi_cu","tsi_at","BL7","FEM","MALE","OTHER","WH7","majority_white","absent_group_ALL","absent_group_FEM","absent_group_HI7","absent_group_MALE","absent_group_WH7","absent_group_BL7","absent_group_ELS","absent_group_MU7","absent_group_SWD","absent_group_AS7","absent_group_AM7","absent_group_PI7"
"1506",2022,"960331","SCH","P","Eastern Wayne Middle School","Wayne","3518 Central Heights Rd",NA,"Goldsboro","NC",27534,"919-751-7110","http://www.waynecountyschools.org/","Mr Chris Barnes","M","960LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,490,338,68.98,NA,"N","N","Y","Y",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507",2022,"960332","SCH","P","Edgewood Community Developmental School","Wayne","1601 Peachtree St",NA,"Goldsboro","NC",27530,"919-731-5970","http://www.waynecountyschools.org/","Mr Kevin Smith Sr","T","960LEA","05:12","Exceptional Childr","Traditional","N",NA,NA,NA,NA,60,NA,5,TRUE,"N","N","N","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508",2022,"960335","SCH","P","Goldsboro High School","Wayne","901 E Beech Street",NA,"Goldsboro","NC",27530,"919-731-5930","http://www.waynecountyschools.org/","Mr Ryan Nelson","H","960LEA","09:12","Regular School","Modified","N",NA,NA,NA,NA,474,340,71.73,NA,"N","Y","N","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509",2022,"960338","SCH","P","Grantham Middle School","Wayne","3093 S US Hwy 13",NA,"Goldsboro","NC",27530,"919-689-9999","http://www.waynecountyschools.org/","Mr Andrew Mitchell","M","960LEA","05:08","Regular School","Traditional","Y",NA,NA,NA,NA,349,189,54.15,NA,"N","N","Y","Y",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510",2022,"960340","SCH","P","Greenwood Middle School","Wayne","3209 E Ash Street",NA,"Goldsboro","NC",27534,"919-751-7100","http://www.waynecountyschools.org/","Mr Nelson Cunningham","M","960LEA","05:08","Regular School","Traditional","Y",NA,NA,NA,NA,392,141,35.97,NA,"N","N","Y","Y",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",2022,"960348","SCH","P","Mount Olive Middle School","Wayne","309 Wooten Street",NA,"Mount Olive","NC",28365,"919-658-7320","http://www.waynecountyschools.org/","Edward Cromartie Jr","M","960LEA","05:08","Regular School","Traditional","Y",NA,NA,NA,NA,338,144,42.6,NA,"N","N","Y","Y",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512",2022,"960360","SCH","P","Norwayne Middle School","Wayne","1394 Norwayne School Road",NA,"Fremont","NC",27830,"919-242-3414","http://www.waynecountyschools.org/","Mr Brian Weeks","M","960LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,909,492,54.13,NA,"N","N","Y","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513",2022,"960372","SCH","P","Rosewood High School","Wayne","900 Rosewood Road",NA,"Goldsboro","NC",27530,"919-705-6050","http://www.waynecountyschools.org/","Mr Kenneth Angel","H","960LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,446,341,76.46,NA,"N","N","Y","Y",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514",2022,"960374","SCH","P","Rosewood Middle School","Wayne","541 NC 581 South",NA,"Goldsboro","NC",27530,"919-736-5050","http://www.waynecountyschools.org/","Ms Catherine Lassiter","M","960LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,319,196,61.44,NA,"N","N","Y","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515",2022,"960380","SCH","P","Southern Wayne High School","Wayne","124 Walter Fulcher Rd",NA,"Dudley","NC",28333,"919-705-6060","http://www.waynecountyschools.org/","Mrs Karen Rogers","H","960LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,942,764,81.1,NA,"N","N","Y","Y",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516",2022,"960386","SCH","P","Spring Creek High School","Wayne","4340 Indian Springs Rd",NA,"Seven Springs","NC",28578,"919-751-7160","http://waynesch.ss8.sharpschool.com/","Mrs Wendy Waters","H","960LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,714,581,81.37,NA,"N","N","Y","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517",2022,"960387","SCH","P","Spring Creek Middle School","Wayne","3579 S NC 111 Hwy",NA,"Seven Springs","NC",28578,"919-751-7125","http://www.waynecountyschools.org/","Dr Tammy Keel","M","960LEA","05:08","Regular School","Traditional","Y",NA,NA,NA,NA,653,271,41.5,NA,"N","N","Y","Y",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518",2022,"960450","SCH","P","Northeast Elementary School","Wayne","4665 NC Hwy 111 N",NA,"Pikeville","NC",27863,"919-705-6030","http://www.waynecountyschools.org/","Ms Nicole Carter","E","960LEA","PK:05","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,NA,NA,"N","N","N","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519",2022,"960488","SCH","P","Wayne Middle / High Academy","Wayne","801 N Lionel St",NA,"Goldsboro","NC",27530,"919-580-3609","http://www.waynecountyschools.org/","Dr Theresa Cox","A","960LEA","0K:12","Alternative Educat","Traditional","Y",NA,NA,NA,NA,67,43,64.18,NA,"Y","N","N","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520",2022,"960490","SCH","P","Wayne Early / Middle College High School","Wayne","3000 Wayne Memorial Drive",NA,"Goldsboro","NC",27534,"919-739-7070","http://www.waynecountyschools.org/","Mrs Freda Allen","H","960LEA","09:13","Regular School","Modified","N",NA,NA,NA,NA,222,44,19.82,NA,"N","N","N","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521",2022,"960700","SCH","P","Wayne School of Engineering at Goldsboro High School","Wayne","700 N Herman St",NA,"Goldsboro","NC",27530,"919-734-0070","http://www.waynecountyschools.org/","Mr Gary Hales","T","960LEA","06:13","Regular School","Modified","N",NA,NA,NA,NA,432,294,68.06,NA,"N","N","N","N",0.375,0.625,0.375,0,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522",2022,"960LEA","LEA","P","Wayne County Public Schools","Wayne","2001 E Royall Avenue","-","Goldsboro","NC",27533,"919-731-5900","http://www.waynecountyschools.org","Dr David Lewis",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,10383,6140,59.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523",2022,"96C000","SCH","C","Dillard Academy Charter School","Wayne","504 West Elm Street",NA,"Goldsboro","NC",27530,"919-581-0128","http://www.dillardacademy.org/","Mrs Carole Battle","I","CH","0K:08","Regular School","Traditional","Y","960LEA",NA,NA,NA,113,NA,5,TRUE,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524",2022,"96F000","SCH","C","Wayne Preparatory Academy","Wayne","600 Tommy's Road","C","Goldsboro","NC",27530,"919-734-8085","http://www.wpanc.net","Mr John Twitty Sr","A","CH","0K:11","Regular School","Traditional","Y","960LEA",NA,NA,NA,498,144,28.92,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",2022,"970315","SCH","P","Central Wilkes Middle School","Wilkes","3541 South NC Hwy 16",NA,"Moravian Falls","NC",28654,"336-903-4180","http://cwms.wilkescountyschools.org/","Mr Rodney Graham","M","970LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,637,368,57.77,NA,"N","N","Y","Y",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",2022,"970320","SCH","P","East Wilkes High School","Wilkes","13315 Elkin Hwy 268",NA,"Ronda","NC",28670,"336-651-7200","http://ewhs.wilkescountyschools.org/","Mr Dustin Webb","H","970LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,430,354,82.33,NA,"N","N","N","N",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",2022,"970322","SCH","P","East Wilkes Middle School","Wilkes","2202 Macedonia Church Road",NA,"Ronda","NC",28670,"336-651-4300","http://ewms.wilkescountyschools.org/","Mr Jason Llewellyn","M","970LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,395,NA,95,TRUE,"N","N","Y","Y",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528",2022,"970356","SCH","P","North Wilkes High School","Wilkes","2986 Traphill Rd",NA,"Hays","NC",28635,"336-903-4040","http://nwhs.wilkescountyschools.org/","Mrs Deborah Surgeon","H","970LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,554,456,82.31,NA,"N","N","Y","Y",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529",2022,"970358","SCH","P","North Wilkes Middle School","Wilkes","2776 Yellow Banks Road",NA,"North Wilkesboro","NC",28659,"336-903-6224","http://nwms.wilkescountyschools.org/","Mr Litta Belk","M","970LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,437,NA,95,TRUE,"N","N","Y","Y",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530",2022,"970388","SCH","P","West Wilkes High School","Wilkes","6598 Boone Trail",NA,"Millers Creek","NC",28651,"336-903-6710","http://wwhs.wilkescountyschools.org/","Mrs Amanda Pruitt","H","970LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,572,480,83.92,NA,"N","N","N","N",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531",2022,"970389","SCH","P","West Wilkes Middle School","Wilkes","1677 North NC Hwy 16",NA,"Wilkesboro","NC",28697,"336-651-4381","http://wwms.wilkescountyschools.org/","Ms Pam Huffman","M","970LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,505,NA,95,TRUE,"N","N","Y","Y",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532",2022,"970390","SCH","P","Wilkes Central High School","Wilkes","1179 Moravian Falls Rd",NA,"Wilkesboro","NC",28697,"336-667-5277","http://wchs.wilkescountyschools.org/","Dr Heather Freeman","H","970LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,717,553,77.13,NA,"N","N","N","N",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533",2022,"970393","SCH","P","Wilkes Early College High School","Wilkes","1328 S Collegiate Dr",NA,"Wilkesboro","NC",28697,"336-838-6247","http://wechs.wilkescountyschools.org/","Ms Jennifer Sorel","H","970LEA","09:13","Regular School","Traditional","N",NA,NA,NA,NA,247,112,45.34,NA,"N","N","N","N",0.136,0.762,0.238,0.091,0.773,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534",2022,"970LEA","LEA","P","Wilkes County Schools","Wilkes","613 Cherry St","-","North Wilkesboro","NC",28659,"336-667-1121","http://www.wilkescountyschools.org/","Mr Mark Byrd",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,5081,3644,71.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",2022,"980306","SCH","P","Milton M Daniels Learning Center","Wilson","723 Elvie Street",NA,"Wilson","NC",27893,"252-399-7900","https://daniels.wilsonschoolsnc.net/","Samantha Charles-Dixon","A","980LEA","03:12","Alternative Educat","Traditional","N",NA,NA,NA,NA,96,63,65.63,NA,"N","N","Y","Y",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536",2022,"980317","SCH","P","Charles H Darden Middle","Wilson","1665 Lipscomb Road",NA,"Wilson","NC",27893,"252-206-4973","https://darden.wilsonschoolsnc.net/","Mrs Jennifer Parker","M","980LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,319,285,89.34,NA,"N","N","Y","Y",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",2022,"980318","SCH","P","Beddingfield High","Wilson","4510 Old Stantonsburg Rd",NA,"Wilson","NC",27893,"252-399-7880","https://beddingfield.wilsonschoolsnc.net/","Mr Jonathan Tribula","H","980LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,680,453,66.62,NA,"N","N","N","N",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",2022,"980324","SCH","P","Elm City Middle","Wilson","215 E Church St",NA,"Elm City","NC",27822,"252-236-4148","https://elmcitymiddle.wilsonschoolsnc.net/","Mrs Dana Page","M","980LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,411,NA,95,TRUE,"N","N","N","N",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539",2022,"980336","SCH","P","Fike High","Wilson","500 Harrison Dr N",NA,"Wilson","NC",27893,"252-399-7905","http://fike.wilsonschoolsnc.net/","Mr Nelson Johnston","H","980LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,975,711,72.92,NA,"N","N","Y","Y",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540",2022,"980338","SCH","P","Forest Hills Middle","Wilson","1210 Forest Hills",NA,"Wilson","NC",27893,"252-399-7913","https://foresthills.wilsonschoolsnc.net/","Mr Zachary Marks","M","980LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,438,301,68.72,NA,"N","N","N","N",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541",2022,"980342","SCH","P","James Hunt High","Wilson","4559 Lamm Rd",NA,"Wilson","NC",27893,"252-399-7930","https://hunt.wilsonschoolsnc.net/","Mr Eddie Doll","H","980LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,1016,737,72.54,NA,"N","N","N","Y",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542",2022,"980380","SCH","P","Speight Middle","Wilson","5514 Old Stantonsburg Road",NA,"Stantonsburg","NC",27883,"252-238-3983","https://speight.wilsonschoolsnc.net/","Ms Luretta Hardy-Belfie","M","980LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,304,273,89.8,NA,"N","N","Y","Y",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543",2022,"980384","SCH","P","Springfield Middle","Wilson","5551 Wiggins Mill Rd",NA,"Lucama","NC",27851,"252-239-1347","https://springfield.wilsonschoolsnc.net/","Mrs Kelly Thomas","M","980LEA","06:08","Regular School","Traditional","N",NA,NA,NA,NA,450,347,77.11,NA,"N","N","Y","Y",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544",2022,"980390","SCH","P","Toisnot Middle","Wilson","1301 Corbett Ave N",NA,"Wilson","NC",27893,"252-399-7973","https://toisnot.wilsonschoolsnc.net/",NA,"M","980LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,371,326,87.87,NA,"N","N","Y","Y",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545",2022,"980397","SCH","P","Wilson Academy of Applied Technology","Wilson","4510 Old Stantonsburg Rd",NA,"Wilson","NC",27893,"252-265-4038","https://waat.wilsonschoolsnc.net/","Mr David Lyndon","H","980LEA","09:13","Regular School","Traditional","N",NA,NA,NA,NA,195,177,90.77,NA,"N","N","N","N",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546",2022,"980398","SCH","P","Wilson Early College Academy","Wilson","902 Herring St",NA,"Wilson","NC",27893,"252-246-1418","https://weca.wilsonschoolsnc.net/","Mr Randy St. Clair","H","980LEA","09:13","Regular School","Traditional","N",NA,NA,NA,NA,239,95,39.75,NA,"N","N","N","N",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",2022,"980500","SCH","P","Wilson Academy of Virtual Education","Wilson","117 NE Tarboro St",NA,"Wilson","NC",27894,"252-399-7700",NA,"Randy St. Clair","A","980LEA","03:12","Regular School","Traditional","N",NA,NA,NA,NA,85,51,60,NA,"N","N","N","N",0.346,0.615,0.385,0,0.654,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",2022,"980LEA","LEA","P","Wilson County Schools","Wilson","117 N E Tarboro St","-","Wilson","NC",27893,"252-399-7700","http://www.wilsonschoolsnc.net","Dr Lane Mills",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,6355,4221,66.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549",2022,"98A000","SCH","C","Sallie B Howard School of Arts and Science","Wilson","1004 Herring Avenue E",NA,"Wilson","NC",27893,"252-293-4150","http://www.salliebhowardschool.com","Dr JoAnne Woodard","A","CH","0K:11","Regular School","Year Round","Y","980LEA",NA,NA,NA,517,NA,5,TRUE,"N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550",2022,"98B000","SCH","C","Wilson Preparatory Academy","Wilson","2755 Tilghman Rd N",NA,"Wilson","NC",27896,"252-294-2533","http://www.wilsonprep.org","Daryl Woodard","A","CH","0K:12","Regular School","Traditional","Y","980LEA",NA,NA,NA,522,84,16.09,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",2022,"990304","SCH","P","Boonville Elementary","Yadkin","232 East Main Street",NA,"Boonville","NC",27011,"336-551-1115",NA,"Ms Scarlet Linville","A","990LEA","PK:12","Regular School","Traditional and Year Roun","Y",NA,NA,NA,NA,49,NA,5,TRUE,"N","N","N","N",0.143,0.429,0.571,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",2022,"990321","SCH","P","Forbush Middle","Yadkin","1431 Falcon Rd",NA,"East Bend","NC",27018,"336-551-1135",NA,"Mr Walter Jackson","M","990LEA","06:08","Regular School","Traditional and Year Roun","N",NA,NA,NA,NA,645,521,80.78,NA,"N","N","Y","Y",0.143,0.429,0.571,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553",2022,"990322","SCH","P","Forbush High","Yadkin","1525 Falcon Road",NA,"East Bend","NC",27018,"336-551-1140","http://www.yadkin.k12.nc.us/schools/FHS/Opening.html","Mr Denny Key","H","990LEA","08:12","Regular School","Traditional and Year Roun","N",NA,NA,NA,NA,791,676,85.46,NA,"N","N","N","N",0.143,0.429,0.571,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554",2022,"990325","SCH","P","Starmount Middle","Yadkin","2626 Longtown Rd",NA,"Boonville","NC",27011,"336-551-1160",NA,"Mr Zachary Becker","M","990LEA","06:09","Regular School","Traditional and Year Roun","N",NA,NA,NA,NA,516,394,76.36,NA,"N","N","Y","Y",0.143,0.429,0.571,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",2022,"990326","SCH","P","Starmount High","Yadkin","2516 Longtown Rd",NA,"Boonville","NC",27011,"336-551-1150","http://www.yadkin.k12.nc.us/schools/shs/index.html","Dr Chad Mann","H","990LEA","08:12","Regular School","Traditional and Year Roun","N",NA,NA,NA,NA,534,450,84.27,NA,"N","N","N","Y",0.143,0.429,0.571,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",2022,"990332","SCH","P","Yadkin Early College","Yadkin","1001 College Drive",NA,"Yadkinville","NC",27055,"336-386-3579",NA,"Mr Chris Lyon","H","990LEA","09:13","Regular School","Traditional","N",NA,NA,NA,NA,209,42,20.1,NA,"N","N","N","N",0.143,0.429,0.571,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",2022,"990340","SCH","P","Yadkin Success Academy","Yadkin","733 East Main Street",NA,"Yadkinville","NC",27055,"336-551-1166",NA,"Mr Rick Swaim","A","990LEA","0K:12","Alternative Educat","Traditional and Year Roun","N",NA,NA,NA,NA,49,18,36.73,NA,"N","Y","N","Y",0.143,0.429,0.571,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",2022,"990LEA","LEA","P","Yadkin County Schools","Yadkin","121 Washington St","-","Yadkinville","NC",27055,"336-551-1100","http://www.yadkin.k12.nc.us","Dr Todd Martin",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,3122,2101,67.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559",2022,"995316","SCH","P","Cane River Middle","Yancey","1128 Cane River School Road",NA,"Burnsville","NC",28714,"828-682-2202","http://www.crms.yanceync.net/","Mrs Rebecca Fox","M","995LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,205,72,35.12,NA,"N","N","N","N",0,0.571,0.429,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560",2022,"995324","SCH","P","East Yancey Middle","Yancey","285 Georges Fork Road",NA,"Burnsville","NC",28714,"828-682-2281","http://www.eyms.yanceync.net/","Mr William Byland","M","995LEA","06:08","Regular School","Traditional","Y",NA,NA,NA,NA,257,87,33.85,NA,"N","N","Y","Y",0,0.571,0.429,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",2022,"995330","SCH","P","Mountain Heritage High","Yancey","333 Mtn Heritage HS Road",NA,"Burnsville","NC",28714,"828-682-6103","http://www.mhhs.yanceync.net/","Mr Daron Williams","H","995LEA","09:12","Regular School","Traditional","N",NA,NA,NA,NA,603,470,77.94,NA,"N","N","N","N",0,0.571,0.429,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",2022,"995LEA","LEA","P","Yancey County Schools","Yancey","100 School Circle","-","Burnsville","NC",28714,"828-682-6101","http://www.yanceync.net","Mrs Kathy Amos",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,1185,629,53.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",2018,"00A000","SCH","C","NC Connections Academy","Durham","2800 Meridian Parkway",NA,"Durham","NC",27713,"919-224-4040","http://www.connectionsacademy.com/north-carolina-virtual-school/home.aspx","Nathan Currie","A","CH","KG:11","Regular School","Traditional Calendar","Y","NC-SEA",NA,NA,NA,1505,100,6.64,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564",2018,"00B000","SCH","C","NC Virtual Academy","Durham","4220 NC Highway 55",NA,"Durham","NC",27713,"919-346-0121","http://ncva.k12.com/","Joel Medley","A","CH","KG:12","Regular School","Traditional Calendar","Y","NC-SEA",NA,NA,NA,988,16,1.62,NA,"N","Y","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",2018,"010303","SCH","P","Alamance-Burlington Middle/Early College","Alamance","1247 Jimmie Kerr Road",NA,"Graham","NC",27253,"336-506-4001","http://amc.abss.k12.nc.us",NA,"H","010LEA","09:13","Regular School","Traditional Calendar","N",NA,NA,NA,NA,191,79,41.36,NA,"N","N","N","N",0.139,0.583,0.417,0.028,0.833,TRUE,0.05,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA
"1566",2018,"010310","SCH","P","Broadview Middle","Alamance","2229 Broadview Drive",NA,"Burlington","NC",27217,"336-570-6195","http://brm.abss.k12.nc.us/",NA,"M","010LEA","06:08","Regular School","Traditional Calendar","Y",NA,NA,NA,NA,734,410,55.86,NA,"Y","N","N","N",0.139,0.583,0.417,0.028,0.833,TRUE,0.2602,0.2441,0.1623,0.2741,0.3448,0.3803,0.2,0.4,0.3211,NA,NA,NA
"1567",2018,"010324","SCH","P","Eastern Alamance High","Alamance","4040 Mebane Rogers",NA,"Mebane","NC",27302,"919-563-5991","http://eah.abss.k12.nc.us",NA,"H","010LEA","09:12","Regular School","Traditional Calendar","N",NA,NA,NA,NA,1217,879,72.23,NA,"N","N","Y","N",0.139,0.583,0.417,0.028,0.833,TRUE,0.2596,0.2336,0.3241,0.2697,0.2296,0.2218,0.3653,0.4848,0.3095,0.0909,NA,NA
"1568",2018,"010348","SCH","P","Graham High","Alamance","903 Trollinger Road",NA,"Graham","NC",27253,"336-570-6440","http://grh.abss.k12.nc.us/",NA,"H","010LEA","09:12","Regular School","Traditional Calendar","N",NA,NA,NA,NA,778,545,70.05,NA,"N","N","Y","Y",0.139,0.583,0.417,0.028,0.833,TRUE,0.4456,0.424,0.4261,0.4306,0.4102,0.4497,0.3734,0.5161,0.4809,0.2,NA,NA
"1569",2018,"010350","SCH","P","Graham Middle","Alamance","311 E Pine Street",NA,"Graham","NC",27253,"336-570-6460","http://grm.abss.k12.nc.us/",NA,"M","010LEA","06:08","Regular School","Year-Round Calendar","Y",NA,NA,NA,NA,649,250,38.52,NA,"N","N","Y","Y",0.139,0.583,0.417,0.028,0.833,TRUE,0.2579,0.2393,0.2,0.2886,0.3658,0.3253,0.3174,0.1785,0.3411,0.0909,NA,NA
